"기업체수","행정구역시도코드","산업중분류코드","산업소분류코드","산업세분류코드","산업세세분류코드","운수업_산업분류코드","운수업_업종구분코드","매출총액","종사자수_조사_총소계"
102.087,24,49,3,0,3,49303,13,10020,1
102.087,24,49,3,0,3,49303,13,10800,1
102.087,24,49,3,0,3,49303,13,10920,1
102.087,24,49,3,0,3,49303,13,11880,1
102.087,24,49,3,0,3,49303,13,1320,1
102.087,24,49,3,0,3,49303,13,1800,1
102.087,24,49,3,0,3,49303,13,3840,1
102.087,24,49,3,0,3,49303,13,4800,1
102.087,24,49,3,0,3,49303,13,5520,1
102.087,24,49,3,0,3,49303,13,5900,1
102.087,24,49,3,0,3,49303,13,6960,1
102.087,24,49,3,0,3,49303,13,7000,1
102.087,24,49,3,0,3,49303,13,7008,1
102.087,24,49,3,0,3,49303,13,7200,1
102.087,24,49,3,0,3,49303,13,7200,1
102.087,24,49,3,0,3,49303,13,7800,1
102.087,24,49,3,0,3,49303,13,7800,1
102.087,24,49,3,0,3,49303,13,8400,1
102.087,24,49,3,0,3,49303,13,8700,1
102.087,24,49,3,0,3,49303,13,9000,1
102.087,24,49,3,0,3,49303,13,9000,1
102.087,24,49,3,0,3,49303,13,9300,1
102.087,24,49,3,0,3,49303,13,9960,1
11.12,29,49,2,3,1,49231,7,2056,1
11.12,29,49,2,3,1,49231,7,2472,1
11.12,29,49,2,3,1,49231,7,2618,1
11.12,29,49,2,3,1,49231,7,2793,1
11.12,29,49,2,3,1,49231,7,2799,1
11.12,29,49,2,3,1,49231,7,2972,1
11.12,29,49,2,3,1,49231,7,2974,1
11.12,29,49,2,3,1,49231,7,3016,1
11.12,29,49,2,3,1,49231,7,3147,1
11.12,29,49,2,3,1,49231,7,3200,1
11.12,29,49,2,3,1,49231,7,3237,1
11.12,29,49,2,3,1,49231,7,3699,1
11.12,29,49,2,3,1,49231,7,3873,1
11.12,29,49,2,3,1,49231,7,4022,1
11.12,29,49,2,3,1,49231,7,4312,1
11.12,29,49,2,3,1,49231,7,4541,1
11.12,29,49,2,3,1,49231,7,4889,1
11.12,29,49,2,3,1,49231,7,5618,1
11.12,29,49,2,3,1,49231,7,5951,1
11.12,29,49,2,3,1,49231,7,6080,1
11.12,29,49,2,3,1,49231,7,6716,1
11.12,29,49,2,3,1,49231,7,6774,1
11.12,29,49,2,3,1,49231,7,6793,1
11.12,29,49,2,3,1,49231,7,7059,1
11.12,29,49,2,3,1,49231,7,7170,1
134.368,25,49,3,0,3,49303,13,10600,1
134.368,25,49,3,0,3,49303,13,11000,1
134.368,25,49,3,0,3,49303,13,11300,1
134.368,25,49,3,0,3,49303,13,12200,1
134.368,25,49,3,0,3,49303,13,14300,1
134.368,25,49,3,0,3,49303,13,3900,1
134.368,25,49,3,0,3,49303,13,4550,1
134.368,25,49,3,0,3,49303,13,5200,1
134.368,25,49,3,0,3,49303,13,5680,1
134.368,25,49,3,0,3,49303,13,6200,1
134.368,25,49,3,0,3,49303,13,6500,1
134.368,25,49,3,0,3,49303,13,6500,1
134.368,25,49,3,0,3,49303,13,8900,1
134.368,25,49,3,0,3,49303,13,9100,1
134.368,25,49,3,0,3,49303,13,9150,1
134.368,25,49,3,0,3,49303,13,9600,1
134.368,25,49,3,0,3,49303,13,9600,1
134.368,25,49,3,0,3,49303,13,9800,1
134.368,25,49,3,0,3,49303,13,9800,1
1364.694,11,49,2,3,1,49231,7,1150,1
1364.694,11,49,2,3,1,49231,7,1500,1
1364.694,11,49,2,3,1,49231,7,1800,1
1364.694,11,49,2,3,1,49231,7,1800,1
1364.694,11,49,2,3,1,49231,7,1800,1
1364.694,11,49,2,3,1,49231,7,2000,1
1364.694,11,49,2,3,1,49231,7,2400,1
1364.694,11,49,2,3,1,49231,7,2400,1
1364.694,11,49,2,3,1,49231,7,3000,1
1364.694,11,49,2,3,1,49231,7,3000,1
1364.694,11,49,2,3,1,49231,7,3000,1
1364.694,11,49,2,3,1,49231,7,3000,1
1364.694,11,49,2,3,1,49231,7,3170,1
1364.694,11,49,2,3,1,49231,7,3360,1
1364.694,11,49,2,3,1,49231,7,3468,1
1364.694,11,49,2,3,1,49231,7,3600,1
1364.694,11,49,2,3,1,49231,7,3600,1
1364.694,11,49,2,3,1,49231,7,3960,1
1364.694,11,49,2,3,1,49231,7,4200,1
1364.694,11,49,2,3,1,49231,7,4200,1
1364.694,11,49,2,3,1,49231,7,4200,1
1364.694,11,49,2,3,1,49231,7,4300,1
1364.694,11,49,2,3,1,49231,7,4500,1
1364.694,11,49,2,3,1,49231,7,4557,1
1364.694,11,49,2,3,1,49231,7,4560,1
1364.694,11,49,2,3,1,49231,7,4680,1
1364.694,11,49,2,3,1,49231,7,4900,1
1364.694,11,49,2,3,1,49231,7,5200,1
1364.694,11,49,2,3,1,49231,7,5432,1
1364.694,11,49,2,3,1,49231,7,5700,1
1364.694,11,49,2,3,1,49231,7,5990,1
1364.694,11,49,2,3,1,49231,7,6300,1
1364.694,11,49,2,3,1,49231,7,7000,1
1364.694,11,49,2,3,1,49231,7,7200,1
1364.694,11,49,2,3,1,49231,7,7260,1
1364.694,11,49,2,3,1,49231,7,7870,1
137.875,35,49,3,0,2,49302,12,1130,1
137.875,35,49,3,0,2,49302,12,1327,1
137.875,35,49,3,0,2,49302,12,1369,1
137.875,35,49,3,0,2,49302,12,1470,1
137.875,35,49,3,0,2,49302,12,1560,1
137.875,35,49,3,0,2,49302,12,1577,1
137.875,35,49,3,0,2,49302,12,1620,1
137.875,35,49,3,0,2,49302,12,1630,1
137.875,35,49,3,0,2,49302,12,1731,1
137.875,35,49,3,0,2,49302,12,1910,1
137.875,35,49,3,0,2,49302,12,1975,1
137.875,35,49,3,0,2,49302,12,1999,1
137.875,35,49,3,0,2,49302,12,2046,1
137.875,35,49,3,0,2,49302,12,2144,1
137.875,35,49,3,0,2,49302,12,2151,1
137.875,35,49,3,0,2,49302,12,2180,1
137.875,35,49,3,0,2,49302,12,2262,1
137.875,35,49,3,0,2,49302,12,2360,1
137.875,35,49,3,0,2,49302,12,2482,1
137.875,35,49,3,0,2,49302,12,2680,1
137.875,35,49,3,0,2,49302,12,3600,1
137.875,35,49,3,0,2,49302,12,460,1
137.875,35,49,3,0,2,49302,12,530,1
137.875,35,49,3,0,2,49302,12,705,1
141.19,36,49,3,0,3,49303,13,11400,1
141.19,36,49,3,0,3,49303,13,3240,1
141.19,36,49,3,0,3,49303,13,3960,1
141.19,36,49,3,0,3,49303,13,4752,1
141.19,36,49,3,0,3,49303,13,5160,1
141.19,36,49,3,0,3,49303,13,5280,1
141.19,36,49,3,0,3,49303,13,5280,1
141.19,36,49,3,0,3,49303,13,5520,1
141.19,36,49,3,0,3,49303,13,5808,1
141.19,36,49,3,0,3,49303,13,6072,1
141.19,36,49,3,0,3,49303,13,6600,1
141.19,36,49,3,0,3,49303,13,6600,1
141.19,36,49,3,0,3,49303,13,6600,1
141.19,36,49,3,0,3,49303,13,6600,1
141.19,36,49,3,0,3,49303,13,7380,1
141.19,36,49,3,0,3,49303,13,7920,1
141.19,36,49,3,0,3,49303,13,7920,1
141.19,36,49,3,0,3,49303,13,7920,1
141.19,36,49,3,0,3,49303,13,8400,1
141.19,36,49,3,0,3,49303,13,9600,1
141.19,36,49,3,0,3,49303,13,9600,1
142.913,37,49,3,0,2,49302,12,1680,1
142.913,37,49,3,0,2,49302,12,1800,1
142.913,37,49,3,0,2,49302,12,2400,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3000,1
142.913,37,49,3,0,2,49302,12,3360,1
142.913,37,49,3,0,2,49302,12,3360,1
142.913,37,49,3,0,2,49302,12,3360,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3600,1
142.913,37,49,3,0,2,49302,12,3840,1
142.913,37,49,3,0,2,49302,12,3840,1
142.913,37,49,3,0,2,49302,12,3840,1
142.913,37,49,3,0,2,49302,12,3960,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4200,1
142.913,37,49,3,0,2,49302,12,4320,1
142.913,37,49,3,0,2,49302,12,4560,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,4800,1
142.913,37,49,3,0,2,49302,12,5640,1
142.913,37,49,3,0,2,49302,12,6000,1
142.913,37,49,3,0,2,49302,12,6000,1
142.913,37,49,3,0,2,49302,12,6000,1
142.913,37,49,3,0,2,49302,12,6000,1
142.913,37,49,3,0,2,49302,12,6000,1
142.913,37,49,3,0,2,49302,12,6600,1
142.913,37,49,3,0,2,49302,12,8400,1
1437.684,31,49,2,3,1,49231,7,1835,1
1437.684,31,49,2,3,1,49231,7,2500,1
1437.684,31,49,2,3,1,49231,7,2800,1
1437.684,31,49,2,3,1,49231,7,3000,1
1437.684,31,49,2,3,1,49231,7,3000,1
1437.684,31,49,2,3,1,49231,7,3000,1
1437.684,31,49,2,3,1,49231,7,3192,1
1437.684,31,49,2,3,1,49231,7,3200,1
1437.684,31,49,2,3,1,49231,7,3600,1
1437.684,31,49,2,3,1,49231,7,3600,1
1437.684,31,49,2,3,1,49231,7,3600,1
1437.684,31,49,2,3,1,49231,7,3600,1
1437.684,31,49,2,3,1,49231,7,4200,1
1437.684,31,49,2,3,1,49231,7,4200,1
1437.684,31,49,2,3,1,49231,7,4296,1
1437.684,31,49,2,3,1,49231,7,4700,1
1437.684,31,49,2,3,1,49231,7,4750,1
1437.684,31,49,2,3,1,49231,7,4800,1
1437.684,31,49,2,3,1,49231,7,4800,1
145.775,34,49,3,0,2,49302,12,10000,1
145.775,34,49,3,0,2,49302,12,1200,1
145.775,34,49,3,0,2,49302,12,1800,1
145.775,34,49,3,0,2,49302,12,1800,1
145.775,34,49,3,0,2,49302,12,2280,1
145.775,34,49,3,0,2,49302,12,2400,1
145.775,34,49,3,0,2,49302,12,2400,1
145.775,34,49,3,0,2,49302,12,2760,1
145.775,34,49,3,0,2,49302,12,3000,1
145.775,34,49,3,0,2,49302,12,3100,1
145.775,34,49,3,0,2,49302,12,3420,1
145.775,34,49,3,0,2,49302,12,3500,1
145.775,34,49,3,0,2,49302,12,3600,1
145.775,34,49,3,0,2,49302,12,4000,1
145.775,34,49,3,0,2,49302,12,4000,1
145.775,34,49,3,0,2,49302,12,4000,1
145.775,34,49,3,0,2,49302,12,4200,1
145.775,34,49,3,0,2,49302,12,4500,1
145.775,34,49,3,0,2,49302,12,4560,1
145.775,34,49,3,0,2,49302,12,4800,1
145.775,34,49,3,0,2,49302,12,4800,1
145.775,34,49,3,0,2,49302,12,4800,1
145.775,34,49,3,0,2,49302,12,4800,1
145.775,34,49,3,0,2,49302,12,4800,1
145.775,34,49,3,0,2,49302,12,5000,1
145.775,34,49,3,0,2,49302,12,5000,1
145.775,34,49,3,0,2,49302,12,5000,1
145.775,34,49,3,0,2,49302,12,5400,1
145.775,34,49,3,0,2,49302,12,6000,1
145.775,34,49,3,0,2,49302,12,6000,1
145.775,34,49,3,0,2,49302,12,6000,1
145.775,34,49,3,0,2,49302,12,6600,1
145.775,34,49,3,0,2,49302,12,7000,1
145.775,34,49,3,0,2,49302,12,7200,1
145.775,34,49,3,0,2,49302,12,8000,1
145.775,34,49,3,0,2,49302,12,840,1
145.775,34,49,3,0,2,49302,12,840,1
145.775,34,49,3,0,2,49302,12,9000,1
145.775,34,49,3,0,2,49302,12,960,1
145.775,34,49,3,0,2,49302,12,9600,1
158.2,22,49,3,0,3,49303,13,1070,1
158.2,22,49,3,0,3,49303,13,1100,1
158.2,22,49,3,0,3,49303,13,11700,1
158.2,22,49,3,0,3,49303,13,1200,1
158.2,22,49,3,0,3,49303,13,1245,1
158.2,22,49,3,0,3,49303,13,1300,1
158.2,22,49,3,0,3,49303,13,1400,1
158.2,22,49,3,0,3,49303,13,1400,1
158.2,22,49,3,0,3,49303,13,1420,1
158.2,22,49,3,0,3,49303,13,1500,1
158.2,22,49,3,0,3,49303,13,1600,1
158.2,22,49,3,0,3,49303,13,2000,1
158.2,22,49,3,0,3,49303,13,2000,1
158.2,22,49,3,0,3,49303,13,2100,1
158.2,22,49,3,0,3,49303,13,2250,1
158.2,22,49,3,0,3,49303,13,2350,1
158.2,22,49,3,0,3,49303,13,2400,1
158.2,22,49,3,0,3,49303,13,2550,1
158.2,22,49,3,0,3,49303,13,3100,1
158.2,22,49,3,0,3,49303,13,3800,1
158.2,22,49,3,0,3,49303,13,4650,1
158.2,22,49,3,0,3,49303,13,5000,1
158.2,22,49,3,0,3,49303,13,5300,1
158.2,22,49,3,0,3,49303,13,5500,1
158.2,22,49,3,0,3,49303,13,5900,1
158.2,22,49,3,0,3,49303,13,600,1
158.2,22,49,3,0,3,49303,13,6200,1
158.2,22,49,3,0,3,49303,13,6800,1
158.2,22,49,3,0,3,49303,13,8000,1
158.2,22,49,3,0,3,49303,13,805,1
158.2,22,49,3,0,3,49303,13,820,1
158.2,22,49,3,0,3,49303,13,840,1
158.2,22,49,3,0,3,49303,13,900,1
158.2,22,49,3,0,3,49303,13,9200,1
158.2,22,49,3,0,3,49303,13,980,1
167.625,32,49,3,0,2,49302,12,1200,1
167.625,32,49,3,0,2,49302,12,1440,1
167.625,32,49,3,0,2,49302,12,1560,1
167.625,32,49,3,0,2,49302,12,1560,1
167.625,32,49,3,0,2,49302,12,1680,1
167.625,32,49,3,0,2,49302,12,1800,1
167.625,32,49,3,0,2,49302,12,1800,1
167.625,32,49,3,0,2,49302,12,1920,1
167.625,32,49,3,0,2,49302,12,1920,1
167.625,32,49,3,0,2,49302,12,2040,1
167.625,32,49,3,0,2,49302,12,2040,1
167.625,32,49,3,0,2,49302,12,2160,1
167.625,32,49,3,0,2,49302,12,2160,1
167.625,32,49,3,0,2,49302,12,2160,1
167.625,32,49,3,0,2,49302,12,2400,1
167.625,32,49,3,0,2,49302,12,2400,1
167.933,32,49,3,0,3,49303,13,4560,1
167.933,32,49,3,0,3,49303,13,4560,1
167.933,32,49,3,0,3,49303,13,4800,1
167.933,32,49,3,0,3,49303,13,5400,1
167.933,32,49,3,0,3,49303,13,5400,1
167.933,32,49,3,0,3,49303,13,5400,1
167.933,32,49,3,0,3,49303,13,5640,1
167.933,32,49,3,0,3,49303,13,6000,1
167.933,32,49,3,0,3,49303,13,6000,1
167.933,32,49,3,0,3,49303,13,6120,1
167.933,32,49,3,0,3,49303,13,6240,1
167.933,32,49,3,0,3,49303,13,6500,1
167.933,32,49,3,0,3,49303,13,7800,1
167.933,32,49,3,0,3,49303,13,7800,1
167.933,32,49,3,0,3,49303,13,8040,1
170.629,24,49,3,0,2,49302,12,1080,1
170.629,24,49,3,0,2,49302,12,1200,1
170.629,24,49,3,0,2,49302,12,1200,1
170.629,24,49,3,0,2,49302,12,1200,1
170.629,24,49,3,0,2,49302,12,1400,1
170.629,24,49,3,0,2,49302,12,1400,1
170.629,24,49,3,0,2,49302,12,1800,1
170.629,24,49,3,0,2,49302,12,2000,1
170.629,24,49,3,0,2,49302,12,2700,1
170.629,24,49,3,0,2,49302,12,480,1
170.629,24,49,3,0,2,49302,12,480,1
170.629,24,49,3,0,2,49302,12,480,1
170.629,24,49,3,0,2,49302,12,4800,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,600,1
170.629,24,49,3,0,2,49302,12,6000,1
170.629,24,49,3,0,2,49302,12,700,1
170.629,24,49,3,0,2,49302,12,720,1
170.629,24,49,3,0,2,49302,12,720,1
170.629,24,49,3,0,2,49302,12,720,1
170.629,24,49,3,0,2,49302,12,8040,1
170.629,24,49,3,0,2,49302,12,840,1
170.629,24,49,3,0,2,49302,12,840,1
170.629,24,49,3,0,2,49302,12,840,1
170.629,24,49,3,0,2,49302,12,960,1
170.629,24,49,3,0,2,49302,12,960,1
170.629,24,49,3,0,2,49302,12,960,1
170.629,24,49,3,0,2,49302,12,960,1
177.37,24,49,2,3,1,49231,7,2400,1
177.37,24,49,2,3,1,49231,7,2760,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3000,1
177.37,24,49,2,3,1,49231,7,3120,1
177.37,24,49,2,3,1,49231,7,3240,1
177.37,24,49,2,3,1,49231,7,3300,1
177.37,24,49,2,3,1,49231,7,3360,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3600,1
177.37,24,49,2,3,1,49231,7,3708,1
177.37,24,49,2,3,1,49231,7,3840,1
177.37,24,49,2,3,1,49231,7,3840,1
177.37,24,49,2,3,1,49231,7,4345,1
177.37,24,49,2,3,1,49231,7,4800,1
177.37,24,49,2,3,1,49231,7,5040,1
177.37,24,49,2,3,1,49231,7,5280,1
177.37,24,49,2,3,1,49231,7,5976,1
177.37,24,49,2,3,1,49231,7,6000,1
180.55,33,49,3,0,3,49303,13,13904,1
180.55,33,49,3,0,3,49303,13,1864,1
180.55,33,49,3,0,3,49303,13,2714,1
180.55,33,49,3,0,3,49303,13,3116,1
180.55,33,49,3,0,3,49303,13,3234,1
180.55,33,49,3,0,3,49303,13,3456,1
180.55,33,49,3,0,3,49303,13,3510,1
180.55,33,49,3,0,3,49303,13,4318,1
180.55,33,49,3,0,3,49303,13,4788,1
180.55,33,49,3,0,3,49303,13,5634,1
180.55,33,49,3,0,3,49303,13,5791,1
180.55,33,49,3,0,3,49303,13,6175,1
180.55,33,49,3,0,3,49303,13,6617,1
180.55,33,49,3,0,3,49303,13,6909,1
180.55,33,49,3,0,3,49303,13,7079,1
180.55,33,49,3,0,3,49303,13,7154,1
180.55,33,49,3,0,3,49303,13,7639,1
180.55,33,49,3,0,3,49303,13,9096,1
180.55,33,49,3,0,3,49303,13,9504,1
180.55,33,49,3,0,3,49303,13,9688,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,10000,1
186.438,37,49,3,0,3,49303,13,11000,1
186.438,37,49,3,0,3,49303,13,11000,1
186.438,37,49,3,0,3,49303,13,12300,1
186.438,37,49,3,0,3,49303,13,14000,1
186.438,37,49,3,0,3,49303,13,15000,1
186.438,37,49,3,0,3,49303,13,15000,1
186.438,37,49,3,0,3,49303,13,2600,1
186.438,37,49,3,0,3,49303,13,3000,1
186.438,37,49,3,0,3,49303,13,3240,1
186.438,37,49,3,0,3,49303,13,4000,1
186.438,37,49,3,0,3,49303,13,4000,1
186.438,37,49,3,0,3,49303,13,4800,1
186.438,37,49,3,0,3,49303,13,5000,1
186.438,37,49,3,0,3,49303,13,5500,1
