"기업체수","행정구역시도코드","산업중분류코드","산업소분류코드","산업세분류코드","산업세세분류코드","운수업_산업분류코드","운수업_업종구분코드","매출총액","종사자수_조사_총소계"
290.217,38,49,3,0,3,49303,13,3780,1
290.217,38,49,3,0,3,49303,13,4040,1
290.217,38,49,3,0,3,49303,13,4070,1
290.217,38,49,3,0,3,49303,13,4090,1
290.217,38,49,3,0,3,49303,13,4130,1
290.217,38,49,3,0,3,49303,13,4270,1
290.217,38,49,3,0,3,49303,13,4510,1
290.217,38,49,3,0,3,49303,13,4520,1
290.217,38,49,3,0,3,49303,13,4670,1
290.217,38,49,3,0,3,49303,13,4850,1
290.217,38,49,3,0,3,49303,13,5170,1
290.217,38,49,3,0,3,49303,13,5300,1
290.217,38,49,3,0,3,49303,13,5830,1
290.217,38,49,3,0,3,49303,13,5940,1
290.217,38,49,3,0,3,49303,13,5990,1
290.217,38,49,3,0,3,49303,13,6270,1
290.217,38,49,3,0,3,49303,13,6310,1
290.217,38,49,3,0,3,49303,13,6380,1
290.217,38,49,3,0,3,49303,13,6608,1
290.217,38,49,3,0,3,49303,13,6850,1
331.615,33,49,2,3,1,49231,7,1800,1
331.615,33,49,2,3,1,49231,7,2541,1
331.615,33,49,2,3,1,49231,7,2700,1
331.615,33,49,2,3,1,49231,7,2820,1
331.615,33,49,2,3,1,49231,7,2865,1
331.615,33,49,2,3,1,49231,7,3600,1
331.615,33,49,2,3,1,49231,7,3600,1
331.615,33,49,2,3,1,49231,7,3622,1
331.615,33,49,2,3,1,49231,7,3626,1
331.615,33,49,2,3,1,49231,7,4200,1
331.615,33,49,2,3,1,49231,7,4589,1
331.615,33,49,2,3,1,49231,7,5760,1
331.615,33,49,2,3,1,49231,7,6600,1
355.261,38,49,2,3,1,49231,7,1692,1
355.261,38,49,2,3,1,49231,7,2328,1
355.261,38,49,2,3,1,49231,7,2568,1
355.261,38,49,2,3,1,49231,7,2688,1
355.261,38,49,2,3,1,49231,7,2700,1
355.261,38,49,2,3,1,49231,7,2988,1
355.261,38,49,2,3,1,49231,7,3072,1
355.261,38,49,2,3,1,49231,7,3360,1
355.261,38,49,2,3,1,49231,7,3720,1
355.261,38,49,2,3,1,49231,7,3744,1
355.261,38,49,2,3,1,49231,7,3744,1
355.261,38,49,2,3,1,49231,7,3804,1
355.261,38,49,2,3,1,49231,7,3840,1
355.261,38,49,2,3,1,49231,7,4380,1
355.261,38,49,2,3,1,49231,7,4440,1
355.261,38,49,2,3,1,49231,7,4656,1
355.261,38,49,2,3,1,49231,7,4800,1
355.261,38,49,2,3,1,49231,7,4824,1
355.261,38,49,2,3,1,49231,7,4932,1
355.261,38,49,2,3,1,49231,7,5196,1
355.261,38,49,2,3,1,49231,7,5208,1
355.261,38,49,2,3,1,49231,7,5664,1
355.261,38,49,2,3,1,49231,7,6432,1
375,23,49,3,0,3,49303,13,1560,1
375,23,49,3,0,3,49303,13,2400,1
375,23,49,3,0,3,49303,13,3400,1
375,23,49,3,0,3,49303,13,3600,1
375,23,49,3,0,3,49303,13,3600,1
375,23,49,3,0,3,49303,13,3600,1
375,23,49,3,0,3,49303,13,3600,1
375,23,49,3,0,3,49303,13,4200,1
375,23,49,3,0,3,49303,13,4200,1
375,23,49,3,0,3,49303,13,4800,1
375,23,49,3,0,3,49303,13,4800,1
375,23,49,3,0,3,49303,13,6000,1
375,23,49,3,0,3,49303,13,6000,1
375,23,49,3,0,3,49303,13,6000,1
375,23,49,3,0,3,49303,13,7200,1
375,23,49,3,0,3,49303,13,7200,1
375,23,49,3,0,3,49303,13,7200,1
375,23,49,3,0,3,49303,13,8400,1
375,23,49,3,0,3,49303,13,8400,1
375,23,49,3,0,3,49303,13,8400,1
375,23,49,3,0,3,49303,13,8400,1
375,23,49,3,0,3,49303,13,8400,1
375,23,49,3,0,3,49303,13,9000,1
385.308,22,49,2,3,1,49231,7,1210,1
385.308,22,49,2,3,1,49231,7,1212,1
385.308,22,49,2,3,1,49231,7,1220,1
385.308,22,49,2,3,1,49231,7,1224,1
385.308,22,49,2,3,1,49231,7,1249,1
385.308,22,49,2,3,1,49231,7,1253,1
385.308,22,49,2,3,1,49231,7,1300,1
385.308,22,49,2,3,1,49231,7,1581,1
385.308,22,49,2,3,1,49231,7,1620,1
385.308,22,49,2,3,1,49231,7,1634,1
385.308,22,49,2,3,1,49231,7,1701,1
385.308,22,49,2,3,1,49231,7,1704,1
385.308,22,49,2,3,1,49231,7,1788,1
385.308,22,49,2,3,1,49231,7,1910,1
385.308,22,49,2,3,1,49231,7,2003,1
385.308,22,49,2,3,1,49231,7,2003,1
385.308,22,49,2,3,1,49231,7,2015,1
385.308,22,49,2,3,1,49231,7,2077,1
385.308,22,49,2,3,1,49231,7,2086,1
385.308,22,49,2,3,1,49231,7,2118,1
385.308,22,49,2,3,1,49231,7,2159,1
385.308,22,49,2,3,1,49231,7,2274,1
385.308,22,49,2,3,1,49231,7,2378,1
385.308,22,49,2,3,1,49231,7,2890,1
385.308,22,49,2,3,1,49231,7,4516,1
385.308,22,49,2,3,1,49231,7,580,1
432.538,35,49,2,3,1,49231,7,2400,1
432.538,35,49,2,3,1,49231,7,2400,1
432.538,35,49,2,3,1,49231,7,2880,1
432.538,35,49,2,3,1,49231,7,3000,1
432.538,35,49,2,3,1,49231,7,3000,1
432.538,35,49,2,3,1,49231,7,3000,1
432.538,35,49,2,3,1,49231,7,3000,1
432.538,35,49,2,3,1,49231,7,3240,1
432.538,35,49,2,3,1,49231,7,3312,1
432.538,35,49,2,3,1,49231,7,3360,1
432.538,35,49,2,3,1,49231,7,3600,1
432.538,35,49,2,3,1,49231,7,3600,1
432.538,35,49,2,3,1,49231,7,7560,1
476.655,21,49,2,3,1,49231,7,1233,1
476.655,21,49,2,3,1,49231,7,1409,1
476.655,21,49,2,3,1,49231,7,1830,1
476.655,21,49,2,3,1,49231,7,1994,1
476.655,21,49,2,3,1,49231,7,2030,1
476.655,21,49,2,3,1,49231,7,2513,1
476.655,21,49,2,3,1,49231,7,2818,1
476.655,21,49,2,3,1,49231,7,3051,1
476.655,21,49,2,3,1,49231,7,3090,1
476.655,21,49,2,3,1,49231,7,3105,1
476.655,21,49,2,3,1,49231,7,3115,1
476.655,21,49,2,3,1,49231,7,3298,1
476.655,21,49,2,3,1,49231,7,3543,1
476.655,21,49,2,3,1,49231,7,3587,1
476.655,21,49,2,3,1,49231,7,3629,1
476.655,21,49,2,3,1,49231,7,3703,1
476.655,21,49,2,3,1,49231,7,3862,1
476.655,21,49,2,3,1,49231,7,4118,1
476.655,21,49,2,3,1,49231,7,4181,1
476.655,21,49,2,3,1,49231,7,4540,1
476.655,21,49,2,3,1,49231,7,4643,1
476.655,21,49,2,3,1,49231,7,5330,1
476.655,21,49,2,3,1,49231,7,5363,1
476.655,21,49,2,3,1,49231,7,5418,1
476.655,21,49,2,3,1,49231,7,5514,1
476.655,21,49,2,3,1,49231,7,5860,1
476.655,21,49,2,3,1,49231,7,6557,1
476.655,21,49,2,3,1,49231,7,7015,1
476.655,21,49,2,3,1,49231,7,7033,1
49.7,39,49,3,0,3,49303,13,10000,1
49.7,39,49,3,0,3,49303,13,10800,1
49.7,39,49,3,0,3,49303,13,11748,1
49.7,39,49,3,0,3,49303,13,2400,1
49.7,39,49,3,0,3,49303,13,3600,1
49.7,39,49,3,0,3,49303,13,3600,1
49.7,39,49,3,0,3,49303,13,3960,1
49.7,39,49,3,0,3,49303,13,3960,1
49.7,39,49,3,0,3,49303,13,4200,1
49.7,39,49,3,0,3,49303,13,4200,1
49.7,39,49,3,0,3,49303,13,4800,1
49.7,39,49,3,0,3,49303,13,4920,1
49.7,39,49,3,0,3,49303,13,6000,1
49.7,39,49,3,0,3,49303,13,7200,1
49.7,39,49,3,0,3,49303,13,7200,1
49.7,39,49,3,0,3,49303,13,8400,1
49.7,39,49,3,0,3,49303,13,8400,1
49.7,39,49,3,0,3,49303,13,8400,1
49.7,39,49,3,0,3,49303,13,9600,1
49.7,39,49,3,0,3,49303,13,9600,1
50.483,39,49,3,0,2,49302,12,1200,1
50.483,39,49,3,0,2,49302,12,1200,1
50.483,39,49,3,0,2,49302,12,1500,1
50.483,39,49,3,0,2,49302,12,1500,1
50.483,39,49,3,0,2,49302,12,1800,1
50.483,39,49,3,0,2,49302,12,2000,1
50.483,39,49,3,0,2,49302,12,2000,1
50.483,39,49,3,0,2,49302,12,2400,1
50.483,39,49,3,0,2,49302,12,2400,1
50.483,39,49,3,0,2,49302,12,2400,1
50.483,39,49,3,0,2,49302,12,250,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3000,1
50.483,39,49,3,0,2,49302,12,3600,1
50.483,39,49,3,0,2,49302,12,3800,1
50.483,39,49,3,0,2,49302,12,4000,1
50.483,39,49,3,0,2,49302,12,4000,1
50.483,39,49,3,0,2,49302,12,4800,1
50.483,39,49,3,0,2,49302,12,4800,1
50.483,39,49,3,0,2,49302,12,5000,1
50.483,39,49,3,0,2,49302,12,5000,1
50.483,39,49,3,0,2,49302,12,5400,1
50.483,39,49,3,0,2,49302,12,6000,1
50.483,39,49,3,0,2,49302,12,7000,1
50.483,39,49,3,0,2,49302,12,7000,1
522.769,37,49,2,3,1,49231,7,2400,1
522.769,37,49,2,3,1,49231,7,2500,1
522.769,37,49,2,3,1,49231,7,2600,1
522.769,37,49,2,3,1,49231,7,3000,1
522.769,37,49,2,3,1,49231,7,3000,1
522.769,37,49,2,3,1,49231,7,3300,1
522.769,37,49,2,3,1,49231,7,3500,1
522.769,37,49,2,3,1,49231,7,3720,1
522.769,37,49,2,3,1,49231,7,4500,1
522.769,37,49,2,3,1,49231,7,4600,1
522.769,37,49,2,3,1,49231,7,4600,1
522.769,37,49,2,3,1,49231,7,4600,1
522.769,37,49,2,3,1,49231,7,4700,1
538.316,23,49,3,0,2,49302,12,1080,1
538.316,23,49,3,0,2,49302,12,1200,1
538.316,23,49,3,0,2,49302,12,1320,1
538.316,23,49,3,0,2,49302,12,1560,1
538.316,23,49,3,0,2,49302,12,1800,1
538.316,23,49,3,0,2,49302,12,1920,1
538.316,23,49,3,0,2,49302,12,2160,1
538.316,23,49,3,0,2,49302,12,2160,1
538.316,23,49,3,0,2,49302,12,2160,1
538.316,23,49,3,0,2,49302,12,2280,1
538.316,23,49,3,0,2,49302,12,2280,1
538.316,23,49,3,0,2,49302,12,2400,1
538.316,23,49,3,0,2,49302,12,2640,1
538.316,23,49,3,0,2,49302,12,2640,1
538.316,23,49,3,0,2,49302,12,2640,1
538.316,23,49,3,0,2,49302,12,2760,1
538.316,23,49,3,0,2,49302,12,2880,1
538.316,23,49,3,0,2,49302,12,2880,1
538.316,23,49,3,0,2,49302,12,3000,1
560.438,23,49,2,3,1,49231,7,1500,1
560.438,23,49,2,3,1,49231,7,1560,1
560.438,23,49,2,3,1,49231,7,1800,1
560.438,23,49,2,3,1,49231,7,1800,1
560.438,23,49,2,3,1,49231,7,2400,1
560.438,23,49,2,3,1,49231,7,2400,1
560.438,23,49,2,3,1,49231,7,3000,1
560.438,23,49,2,3,1,49231,7,3000,1
560.438,23,49,2,3,1,49231,7,3000,1
560.438,23,49,2,3,1,49231,7,3000,1
560.438,23,49,2,3,1,49231,7,3000,1
560.438,23,49,2,3,1,49231,7,3600,1
560.438,23,49,2,3,1,49231,7,3600,1
560.438,23,49,2,3,1,49231,7,3600,1
560.438,23,49,2,3,1,49231,7,3600,1
560.438,23,49,2,3,1,49231,7,6000,1
775.775,31,49,3,0,3,49303,13,10000,1
775.775,31,49,3,0,3,49303,13,10200,1
775.775,31,49,3,0,3,49303,13,12000,1
775.775,31,49,3,0,3,49303,13,13000,1
775.775,31,49,3,0,3,49303,13,13200,1
775.775,31,49,3,0,3,49303,13,16000,1
775.775,31,49,3,0,3,49303,13,1800,1
775.775,31,49,3,0,3,49303,13,2400,1
775.775,31,49,3,0,3,49303,13,26400,1
775.775,31,49,3,0,3,49303,13,3000,1
775.775,31,49,3,0,3,49303,13,3400,1
775.775,31,49,3,0,3,49303,13,3600,1
775.775,31,49,3,0,3,49303,13,3600,1
775.775,31,49,3,0,3,49303,13,4200,1
775.775,31,49,3,0,3,49303,13,4800,1
775.775,31,49,3,0,3,49303,13,4800,1
775.775,31,49,3,0,3,49303,13,4800,1
775.775,31,49,3,0,3,49303,13,4800,1
775.775,31,49,3,0,3,49303,13,4800,1
775.775,31,49,3,0,3,49303,13,5600,1
775.775,31,49,3,0,3,49303,13,6000,1
775.775,31,49,3,0,3,49303,13,6000,1
775.775,31,49,3,0,3,49303,13,6000,1
775.775,31,49,3,0,3,49303,13,6500,1
775.775,31,49,3,0,3,49303,13,6600,1
775.775,31,49,3,0,3,49303,13,6600,1
775.775,31,49,3,0,3,49303,13,7200,1
775.775,31,49,3,0,3,49303,13,7200,1
775.775,31,49,3,0,3,49303,13,8000,1
775.775,31,49,3,0,3,49303,13,8400,1
775.775,31,49,3,0,3,49303,13,8500,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9000,1
775.775,31,49,3,0,3,49303,13,9200,1
775.775,31,49,3,0,3,49303,13,9600,1
775.775,31,49,3,0,3,49303,13,9600,1
78.538,26,49,3,0,3,49303,13,5400,1
78.538,26,49,3,0,3,49303,13,6000,1
78.538,26,49,3,0,3,49303,13,6480,1
78.538,26,49,3,0,3,49303,13,6600,1
78.538,26,49,3,0,3,49303,13,6720,1
78.538,26,49,3,0,3,49303,13,6950,1
78.538,26,49,3,0,3,49303,13,6960,1
78.538,26,49,3,0,3,49303,13,7200,1
78.538,26,49,3,0,3,49303,13,7680,1
78.538,26,49,3,0,3,49303,13,7800,1
78.538,26,49,3,0,3,49303,13,7800,1
78.538,26,49,3,0,3,49303,13,8160,1
78.538,26,49,3,0,3,49303,13,9360,1
843.327,11,49,3,0,2,49302,12,1405,1
843.327,11,49,3,0,2,49302,12,1500,1
843.327,11,49,3,0,2,49302,12,1685,1
843.327,11,49,3,0,2,49302,12,1755,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1800,1
843.327,11,49,3,0,2,49302,12,1920,1
843.327,11,49,3,0,2,49302,12,2055,1
843.327,11,49,3,0,2,49302,12,2170,1
843.327,11,49,3,0,2,49302,12,2200,1
843.327,11,49,3,0,2,49302,12,2400,1
843.327,11,49,3,0,2,49302,12,2400,1
843.327,11,49,3,0,2,49302,12,2400,1
843.327,11,49,3,0,2,49302,12,2760,1
843.327,11,49,3,0,2,49302,12,2880,1
843.327,11,49,3,0,2,49302,12,3000,1
843.327,11,49,3,0,2,49302,12,3000,1
843.327,11,49,3,0,2,49302,12,3000,1
843.327,11,49,3,0,2,49302,12,3000,1
843.327,11,49,3,0,2,49302,12,3240,1
843.327,11,49,3,0,2,49302,12,3480,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3600,1
843.327,11,49,3,0,2,49302,12,3840,1
843.327,11,49,3,0,2,49302,12,4200,1
843.327,11,49,3,0,2,49302,12,4200,1
843.327,11,49,3,0,2,49302,12,4200,1
843.327,11,49,3,0,2,49302,12,4200,1
843.327,11,49,3,0,2,49302,12,4320,1
843.327,11,49,3,0,2,49302,12,4560,1
843.327,11,49,3,0,2,49302,12,5400,1
843.327,11,49,3,0,2,49302,12,5400,1
843.327,11,49,3,0,2,49302,12,6000,1
843.327,11,49,3,0,2,49302,12,720,1
843.327,11,49,3,0,2,49302,12,7200,1
843.327,11,49,3,0,2,49302,12,7800,1
843.327,11,49,3,0,2,49302,12,9600,1
96.222,26,49,3,0,2,49302,12,1500,1
96.222,26,49,3,0,2,49302,12,1600,1
96.222,26,49,3,0,2,49302,12,1800,1
96.222,26,49,3,0,2,49302,12,1800,1
96.222,26,49,3,0,2,49302,12,1920,1
96.222,26,49,3,0,2,49302,12,1920,1
96.222,26,49,3,0,2,49302,12,2000,1
96.222,26,49,3,0,2,49302,12,2160,1
96.222,26,49,3,0,2,49302,12,2400,1
96.222,26,49,3,0,2,49302,12,2400,1
96.222,26,49,3,0,2,49302,12,2640,1
96.222,26,49,3,0,2,49302,12,3000,1
96.222,26,49,3,0,2,49302,12,3000,1
96.222,26,49,3,0,2,49302,12,3120,1
96.222,26,49,3,0,2,49302,12,3600,1
96.222,26,49,3,0,2,49302,12,3600,1
96.222,26,49,3,0,2,49302,12,3600,1
96.222,26,49,3,0,2,49302,12,3800,1
989.415,31,49,3,0,2,49302,12,1116,1
989.415,31,49,3,0,2,49302,12,1200,1
989.415,31,49,3,0,2,49302,12,1200,1
989.415,31,49,3,0,2,49302,12,1200,1
989.415,31,49,3,0,2,49302,12,1200,1
989.415,31,49,3,0,2,49302,12,1320,1
989.415,31,49,3,0,2,49302,12,1320,1
989.415,31,49,3,0,2,49302,12,1320,1
989.415,31,49,3,0,2,49302,12,1344,1
989.415,31,49,3,0,2,49302,12,1440,1
989.415,31,49,3,0,2,49302,12,1560,1
989.415,31,49,3,0,2,49302,12,1560,1
989.415,31,49,3,0,2,49302,12,1560,1
989.415,31,49,3,0,2,49302,12,1740,1
989.415,31,49,3,0,2,49302,12,1752,1
989.415,31,49,3,0,2,49302,12,1764,1
989.415,31,49,3,0,2,49302,12,1800,1
989.415,31,49,3,0,2,49302,12,1800,1
989.415,31,49,3,0,2,49302,12,1800,1
989.415,31,49,3,0,2,49302,12,1920,1
989.415,31,49,3,0,2,49302,12,2004,1
989.415,31,49,3,0,2,49302,12,2028,1
989.415,31,49,3,0,2,49302,12,2160,1
989.415,31,49,3,0,2,49302,12,2280,1
989.415,31,49,3,0,2,49302,12,2280,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2400,1
989.415,31,49,3,0,2,49302,12,2520,1
989.415,31,49,3,0,2,49302,12,2880,1
989.415,31,49,3,0,2,49302,12,300,1
989.415,31,49,3,0,2,49302,12,3000,1
989.415,31,49,3,0,2,49302,12,3000,1
989.415,31,49,3,0,2,49302,12,3000,1
989.415,31,49,3,0,2,49302,12,3000,1
989.415,31,49,3,0,2,49302,12,3120,1
989.415,31,49,3,0,2,49302,12,3408,1
989.415,31,49,3,0,2,49302,12,3480,1
989.415,31,49,3,0,2,49302,12,3600,1
989.415,31,49,3,0,2,49302,12,4200,1
989.415,31,49,3,0,2,49302,12,4200,1
989.415,31,49,3,0,2,49302,12,4200,1
989.415,31,49,3,0,2,49302,12,4320,1
989.415,31,49,3,0,2,49302,12,4320,1
989.415,31,49,3,0,2,49302,12,4560,1
989.415,31,49,3,0,2,49302,12,6000,1
989.415,31,49,3,0,2,49302,12,660,1
989.415,31,49,3,0,2,49302,12,820,1
989.415,31,49,3,0,2,49302,12,840,1
989.415,31,49,3,0,2,49302,12,840,1
989.415,31,49,3,0,2,49302,12,840,1
989.415,31,49,3,0,2,49302,12,840,1
989.415,31,49,3,0,2,49302,12,900,1
989.415,31,49,3,0,2,49302,12,900,1
989.415,31,49,3,0,2,49302,12,960,1
989.415,31,49,3,0,2,49302,12,960,1
989.415,31,49,3,0,2,49302,12,960,1
989.415,31,49,3,0,2,49302,12,960,1
989.415,31,49,3,0,2,49302,12,960,1
989.415,31,49,3,0,2,49302,12,9600,1
